symbol,name,name_trans,sml_id,related_pair_ID
SCL,Sociall,Sociall,,
LMT,Lympo Market Token,Lympo Market Token,,
RBT,Rimbit,Rimbit,26039790.0,1071563.0
MRT,Miners' Reward Token,Miners' Reward Token,26040680.0,1070570.0
XPT,Cryptobuyer,Cryptobuyer,,
INN,Innova,Innova,26040741.0,1071327.0
DUO,ParallelCoin,ParallelCoin,26039700.0,1071656.0
ROAD,Yellow Road,Yellow Road,,
CO2,Collective,Collective,,
NEVA,NevaCoin,NevaCoin,26039694.0,1071662.0
LCP,Litecoin Plus,Litecoin Plus,26039909.0,1071441.0
DINO,DinoExchange,DinoExchange,,
IFT,InvestFeed,InvestFeed,26040786.0,1071280.0
PRIX,Privatix,Privatix,26040673.0,1071396.0
ECASH,Ethereum Cash,Ethereum Cash,26039849.0,1071504.0
BOUTS,BoutsPro,BoutsPro,,
BEET,Beetlecoin,Beetlecoin,,
ERO,Eroscoin,Eroscoin,,
SCC,SiaCashCoin,SiaCashCoin,,
YOC,Yocoin,优币,,
CTL,Citadel,Citadel,,
GLT,GlobalToken,GlobalToken,26039806.0,1071547.0
ALLBI,ALL BEST ICO,ALL BEST ICO,,
KOMBAT,Crypto Kombat,Crypto Kombat,,
UNIFY,Unify,Unify,25971734.0,1061887.0
STEEP,SteepCoin,SteepCoin,26642305.0,1073607.0
COVA,COVA,COVA,,
AIDOC,AI Doctor,AI Doctor,25975327.0,1153432.0
GLCn,GlobalCoin,环球币,26039739.0,1071617.0
TEND,Tendies,Tendies,,
BSD,BitSend,BitSend,,
CMCT,Crowd Machine,Crowd Machine,27515903.0,1093931.0
VIVID,Vivid Coin,Vivid Coin,,
WSPP,Wolf Safe Poor People (Polygon),Wolf Safe Poor People (Polygon),,
EVC,EventChain,EventChain,26039453.0,1071028.0
BZX,Bitcoin Zero,Bitcoin Zero,27692918.0,1110551.0
SH,Shilling,Shilling,26039338.0,1071971.0
CMM,Commercium,Commercium,,
ELLA,Ellaism,Ellaism,26040690.0,1071379.0
LAND,Landbox,Landbox,,
PLAT,BitGuild PLAT,BitGuild PLAT,,
FOR,Fortuna Sittard Fan Token,Fortuna Sittard Fan Token,,
CNRG,CryptoEnergy,CryptoEnergy,,
ATB,ATBCoin,ATBCoin,25971769.0,1061878.0
YTN,YENTEN,YENTEN,,
MTLMC3,Metal Music Coin,Metal Music Coin,26039683.0,1071674.0
RVT,Rivetz,Rivetz,,
ASAFE,AllSafe,AllSafe,,
ENTS,EUNOMIA,EUNOMIA,,
CHEESE,Cheesecoin,Cheesecoin,,
YI12,Yield Stake Finance,Yield Stake Finance,,
ECO,Ormeus Ecosystem,Ormeus Ecosystem,,
YAXIS,yAxis,yAxis,,
TEK,TEKcoin,泰克币,26039652.0,1071706.0
ETZ,Ether Zero,Ether Zero,,
SPD,Stipend,Stipend,,
UNIT,Universal Currency,Universal Currency,26040728.0,1071340.0
PLURA,PluraCoin,PluraCoin,,
WRC,Worldcore,Worldcore,26041278.0,1066708.0
VIP,VIP Tokens,VIP Tokens,26039656.0,1071702.0
KWATT,4NEW,4NEW,,
KSEED,Kush Finance,Kush Finance,,
URO,Uro,尿素币,26039808.0,1071545.0
DEX,DEX,DEX,,
CTRT,Cryptrust,Cryptrust,,
DMST,DMScript,DMScript,,
ADZ,Adzcoin,Adzcoin,25971735.0,1061861.0
TGAME,Truegame,Truegame,27447174.0,1089395.0
OPT,Opus,Opus,26043068.0,1072198.0
BURN,Blockburn,Blockburn,,
CIV,Civitas,Civitas,,
REC,Regalcoin,Regalcoin,25971700.0,1061826.0
DJV,DEJAVE,DEJAVE,,
MORE,More Coin,More Coin,,
PRX,ProxyNode,ProxyNode,,
DBTC,Debitcoin,Debitcoin,26039815.0,1071538.0
GCC,GuccioneCoin,GuccioneCoin,26042605.0,1071315.0
TM2,TRAXIA,TRAXIA,,
SEPA,Secure Pad,Secure Pad,,
MND,MindCoin,MindCoin,26039671.0,1071687.0
1MIL,1MillionNFTs,1MillionNFTs,,
IMG,ImageCoin,ImageCoin,,
SHND,StrongHands,StrongHands,,
LUN,Lunyr,Lunyr,25971762.0,1061771.0
START,Startcoin,Startcoin,26040740.0,1071328.0
UUNICLY,Unicly Genesis Collection,Unicly Genesis Collection,,
NSD,Nasdacoin,Nasdacoin,27758928.0,1117864.0
PHT,Phoneum,Phoneum,,
BSCV,BSCView,BSCView,,
CRC,CryCash,CryCash,26044399.0,1066755.0
BITC,BitCash,BitCash,,
BTRN,Biotron,Biotron,,
VOT,VoteCoin,VoteCoin,,
ORMEUS,Ormeus Coin,Ormeus Coin,25971703.0,1167238.0
ANC,Anoncoin,阿侬币,,
URC,Unrealcoin,Unrealcoin,26039732.0,1071624.0
VAL,SORA Validator Token,SORA Validator Token,,
XGOX,XGOX,XGOX,26041269.0,1071456.0
POST,PostCoin,PostCoin,26039844.0,1070690.0
SIGT,Signatum,Signatum,26040652.0,1071418.0
USNBT,NuBits,NuBits,26039900.0,1071450.0
VIDZ,PureVidz,PureVidz,26039845.0,1071508.0
NUTS,Squirrel Finance,Squirrel Finance,,
BOLI,Bolivarcoin,Bolivarcoin,25971723.0,1061896.0
XGS,GenesisX,GenesisX,,
GB,GoldBlocks,GoldBlocks,26040693.0,1070557.0
ALP,CoinAlpha,CoinAlpha,,
CATE,Cash Tech,Cash Tech,,
DTRC,Datarius Credit,Datarius Credit,,
YFIVE,YFIVE FINANCE,YFIVE FINANCE,,
ARO,Arionum,Arionum,,
XRA,Ratecoin,Ratecoin,26039718.0,1071638.0
ANON,ANON,ANON,,
DGTX,Digitex,Digitex,27518313.0,1095125.0
WCC,WinCash,WinCash,,
TIX,Blocktix,Blocktix,26039264.0,1071182.0
ZPR,ZPER,ZPER,,
SWG,Swirge,Swirge,,
BTDX,Bitcloud,Bitcloud,26040795.0,1071271.0
REEC,Renewable Electronic Energy Coin,Renewable Electronic Energy Coin,27735955.0,1115199.0
DEP,Depth Token,Depth Token,,
SHO,Showcase,Showcase,,
INNBC,Innovative Bioresearch Coin,Innovative Bioresearch Coin,,
CBIX,Cubiex,Cubiex,,
ROAD,ROAD,ROAD,,
STV,Sativacoin,Sativacoin,26039742.0,1071614.0
BLTG,Block-Logic,Block-Logic,,
PIRL,Pirl,Pirl,26040750.0,1071318.0
ODIN,ODIN PROTOCOL,ODIN PROTOCOL,,
SFCP,SF Capital,SF Capital,,
CTT,Castweet,Castweet,,
GENE,Gene Source Code Chain,Gene Source Code Chain,,
TOKC,TOKYO,TOKYO,26041267.0,1066737.0
INFX,Influxcoin,Influxcoin,26040665.0,1071404.0
MAC,Matrexcoin,Matrexcoin,,
RIDE,Ride My Car,Ride My Car,26039544.0,1071749.0
ORLY,Orlycoin,Orlycoin,26039645.0,1071713.0
AXIS,Axis DeFi,Axis DeFi,,
STREAM,Streamit Coin,Streamit Coin,,
BTCN,BitcoiNote,BitcoiNote,,
XPY,PayCoin,PayCoin,26039853.0,1071500.0
BNTX,Bintex Futures,Bintex Futures,,
NMP,Neuromorphic.io,Neuromorphic.io,,
ONX,Onix,Onix,26040723.0,1071345.0
ICOB,ICOBID,ICOBID,26039754.0,1071602.0
GCR,Global Currency Reserve,Global Currency Reserve,26041076.0,1071203.0
HB,HeartBout,HeartBout,,
XMV,MoneroV ,MoneroV ,,
DMB,Digital Money Bits,Digital Money Bits,26039775.0,1071579.0
JWL,Jewels,Jewels,26039674.0,1071684.0
ARCT,ArbitrageCT,ArbitrageCT,,
BOOST,Boosted Finance,Boosted Finance,,
BWX,Blue Whale EXchange,Blue Whale EXchange,,
HERON,Heron Asia,Heron Asia,,
BITD,8Bit Doge,8Bit Doge,,
BBS,BBSCoin,BBSCoin,,
BIT,BitRewards,BitRewards,,
BRAIN,Braincoin,Braincoin,26039529.0,1071764.0
MAY,Theresa May Coin,Theresa May Coin,26039660.0,1071698.0
BGTT,Baguette Token,Baguette Token,,
BELA,Bela,Bela,26041170.0,1141746.0
HLIX,Helix,Helix,,
LIR,LetItRide,LetItRide,26039788.0,1071565.0
PEX,PosEx,PosEx,26039627.0,1071731.0
ABX,Arbidex,Arbidex,,
ARION,Arion,Arion,,
UNV,Unvest,Unvest,,
HAND,ShowHand,ShowHand,,
NTR,Netrum,Netrum,,
DAB,DABANKING,DABANKING,,
BCZ,Bitcoin CZ,Bitcoin CZ,,
DSR,Desire,Desire,26039620.0,1071738.0
BPC,BackPacker Coin,BackPacker Coin,,
GP,GoldPieces,GoldPieces,26039817.0,1071536.0
PNX,Phantomx,Phantomx,,
SINS,SafeInsure,SafeInsure,28366876.0,1167169.0
ELTCOIN,ELTCOIN,ELTCOIN,26042046.0,1072146.0
GTM,Gentarium,Gentarium,,
CON,PayCon,PayCon,26039686.0,1071671.0
STAC,StarterCoin,StarterCoin,,
RNTB,BitRent,BitRent,27516306.0,1094007.0
RPC,RonPaulCoin,RonPaulCoin,26039820.0,1071533.0
IC,Ignition,Ignition,,
FUZZ,FuzzBalls,FuzzBalls,26039648.0,1071710.0
BLOC,BLOC.MONEY,BLOC.MONEY,,
PAYX,Paypex,Paypex,26041721.0,1094201.0
FRST,FirstCoin,FirstCoin,25971772.0,1061815.0
ELE,Elementrem,Elementrem,26040698.0,1071370.0
PIE,PIECoin,PIECoin,26039655.0,1071703.0
NAVY,BoatPilot Token,BoatPilot Token,,
ROCK2,ICE ROCK MINING,ICE ROCK MINING,,
FBN,Fivebalance,Fivebalance,,
NOTE,DNotes,DNotes,26041176.0,1066693.0
ARB,ARBITRAGE,ARBITRAGE,27516288.0,1093962.0
XOV,XOVBank,XOVBank,,
FUZE,FUZE Token,FUZE Token,,
ENTRC,EnterCoin,EnterCoin,,
ZNE,Zonecoin,Zonecoin,26039532.0,1071761.0
XBTC21,Bitcoin 21,Bitcoin 21,26039716.0,1071640.0
CALL,Global Crypto Alliance,Global Crypto Alliance,,
TWIN,Twinci,Twinci,,
ARAW,ARAW,ARAW,,
C2,Coin2.1,C2币,26039854.0,1071499.0
BSL,BSClaunch,BSClaunch,,
BRAWL,Meta Brawl,Meta Brawl,,
CNT,Centurion,Centurion,26040718.0,1071350.0
REW,Rewardiqa,Rewardiqa,,
ZNY,Bitzeny,Bitzeny,26040824.0,1071238.0
UBU,UBU Finance,UBU Finance,,
BTCL,BTC Lite,BTC Lite,,
OS76,OsmiumCoin,OsmiumCoin,26039644.0,1071714.0
JOBS,JobsCoin,JobsCoin,26039535.0,1071758.0
GRIMM,Grimm,Grimm,,
VOTE,Agora,Agora,,
VISIO,Visio,Visio,26040661.0,1071409.0
BERN,BERNcash,BERNcash,26039737.0,1071619.0
ITT,Intelligent Trading Foundation,Intelligent Trading Foundation,,
DFT,DraftCoin,DraftCoin,25971731.0,1061795.0
ALPHR,Alphr finance,Alphr finance,,
SDP,SydPak,SydPak,26039526.0,1071767.0
ZEUS,ZeusNetwork,ZeusNetwork,,
IQ,IQ.cash,IQ.cash,,
NPLC,Plus-Coin,Plus-Coin,,
KEBAB,Kebab Token,Kebab Token,,
XOC,Xonecoin,Xonecoin,26039531.0,1071762.0
SCRIV,SCRIV NETWORK,SCRIV NETWORK,,
IMPS,ImpulseCoin,脉冲币,26039658.0,1071700.0
BISON,BiShares,BiShares,,
YLC,YoloCash,YoloCash,,
ZFL,Zuflo Coin,Zuflo Coin,,
FOXT,Fox Trading,Fox Trading,,
EVN,EvenCoin,EvenCoin,27760116.0,1117895.0
MARTK,Martkist,Martkist,,
VOCO,Provoco Token,Provoco Token,,
BELLY,Crypto Piece,Crypto Piece,,
NTRN,Neutron,Neutron,26040761.0,1071305.0
GRIMM,Grimm,Grimm,,
BXC,Bitcoin Classic,Bitcoin Classic,,
TIC,Thingschain,Thingschain,,
XUEZ,Xuez,Xuez,,
RUPX,Rupaya,Rupaya,26042705.0,1071669.0
WON,WeBlock,WeBlock,,
JS,JavaScript Token,JavaScript Token,26042247.0,1072158.0
BBKFI,BitBlocks Finance,BitBlocks Finance,,
SPRKL,Sparkle Loyalty,Sparkle Loyalty,,
HODL,HOdlcoin,HOdlcoin,26039731.0,1071625.0
ETHPLO,ETHplode,ETHplode,,
HERB,Herbalist Token,Herbalist Token,,
AKA,Akroma,Akroma,,
MDTK,MDtoken,MDtoken,,
INFS,Infinity Esaham,Infinity Esaham,,
TIT,Titcoin,Titcoin,26039880.0,1070653.0
DONU,Donu,Donu,,
EDRC,EDRCoin,EDRCoin,26039449.0,1071851.0
DES,Destiny,Destiny,26039639.0,1071719.0
TLR,Taler Coin,Taler Coin,26672864.0,1122572.0
SHVR,Shivers,Shivers,,
TOTO,Tourist Token,Tourist Token,,
DRM,Dreamcoin,梦想币,26039675.0,1071683.0
FLL,Feellike,Feellike,,
SUPER,SuperCoin,SuperCoin,26040715.0,1071353.0
TAJ,TajCoin,TajCoin,26039818.0,1071535.0
EQT,EquiTrader,EquiTrader,26040710.0,1071358.0
CCO,Ccore,Ccore,26042458.0,1072107.0
WAGE,Digiwage,Digiwage,,
DATX,DATx,DATx,,
AMS,AmsterdamCoin,AmsterdamCoin,26039479.0,1071821.0
GAJ,Gaj Finance,Gaj Finance,,
EVT,EveriToken,EveriToken,,
ZINC,ZINC,ZINC,,
1UP,Uptrennd,Uptrennd,,
HYFI,Hyper Finance,Hyper Finance,,
IDT,InvestDigital,InvestDigital,,
BLAST,BLAST,BLAST,,
TCAT,The Currency Analytics,The Currency Analytics,,
ACED,AceD (old),AceD (old),,
TFF,Tutti Frutti,Tutti Frutti,,
KIND,Kind Ads Token,Kind Ads Token,,
IG,IGToken,IGToken,,
CYMT,CyberMusic,CyberMusic,,
DLC,Dollarcoin,德蓝币,26039698.0,1071658.0
BSC,BowsCoin,BowsCoin,26039649.0,1071709.0
SPK,SparksPay,SparksPay,,
KWIK,Kwikswap Protocol,Kwikswap Protocol,,
KNT,Knekted,Knekted,,
CRDT,CRDT,CRDT,,
PKB,ParkByte,ParkByte,26040749.0,1071319.0
AIM,ModiHost,ModiHost,,
ULG,Ultragate,Ultragate,,
BTAD,Bitcoin Adult,Bitcoin Adult,,
OTN,Open Trading Network,Open Trading Network,25971779.0,1155985.0
SHB,SkyHub Coin,SkyHub Coin,,
XGM,Defis,Defis,,
TCH,Thore Cash,Thore Cash,27473873.0,1094134.0
PYRK,Pyrk,Pyrk,,
DTC,Datacoin,Datacoin,,
BBR,Boolberry,布尔币,,
PYN,PAYCENT,PAYCENT,,
ALLEY,NFT Alley,NFT Alley,,
XBI,Bitcoin Incognito,Bitcoin Incognito,,
FTXT,FUTURAX,FUTURAX,,
DYNMT,Dynamite,Dynamite,28560130.0,1158804.0
HAVY,Havy,Havy,,
MLM,MktCoin,MktCoin,,
LBTC,LiteBitcoin,LiteBitcoin,25971715.0,1066697.0
NYEX,Nyerium,Nyerium,,
XCO,X-Coin,X-Coin,26039651.0,1071707.0
ZNT,Zenswap Network Token,Zenswap Network Token,,
SPT,Spectrum,Spectrum,,
RSGP,RSGPcoin,RSGPcoin,26039524.0,1071769.0
DISTX,DistX,DistX,,
CREVA,CrevaCoin,CrevaCoin,26039782.0,1070752.0
UCN,UChain,UChain,,
NZL,Zealium,Zealium,,
MILO,MiloCoin,MiloCoin,26039791.0,1071562.0
MST,MustangCoin,MustangCoin,26039676.0,1071682.0
SCS,SpeedCash,Speedcash,26039530.0,1071763.0
YFBT,Yearn Finance Bit,Yearn Finance Bit,,
CF,Californium,Californium,26039679.0,1071679.0
LUNA,Luna Coin,Luna Coin,26039631.0,1070908.0
BON,Bonpay,Bonpay,,
ALLOY,HyperAlloy,HyperAlloy,,
HALV,Halving Token,Halving Token,,
XMCT,XMCT,XMCT,,
LCMS,LCMS,LCMS,,
SONG,SongCoin,SongCoin,26039646.0,1071712.0
ARB,ARbit,ARbit,26039626.0,1071732.0
GOSS,Gossip Coin,Gossip Coin,,
APC,Alpha Coin,Alpha Coin,,
UNI,UNICORN Token,UNICORN Token,,
TVNT,TravelNote,TravelNote,,
ELET,Elementeum,Elementeum,,
CARE,Carebit,Carebit,,
COAL,BitCoal,BitCoal,26039823.0,1071530.0
BNC,Bionic,Bionic,,
HELP,GoHelpFund,GoHelpFund,,
SEFA,Mesefa,Mesefa,,
WXC,WXCOINS,WXCOINS,,
LST,LuckySevenToken,LuckySevenToken,,
CRM,Cream,Cream,26039885.0,1071466.0
ROFI,HeroFi (ROFI),HeroFi (ROFI),,
IBTC,iBTC,iBTC,26042379.0,1072164.0
BMXX,Multiplier,Multiplier,,
WTN,Waletoken,Waletoken,,
XTA,Italo,Italo,,
LTCR,Litecred,Litecred,26039812.0,1071541.0
BLC,Blakecoin,Blakecoin,26039713.0,1070824.0
MEDIC,MedicCoin,MedicCoin,,
VLT,Veltor,Veltor,26039867.0,1071485.0
MCPC,Mobile Crypto Pay Coin,Mobile Crypto Pay Coin,,
WET,WeShow Token,WeShow Token,,
VLS,Veles,Veles,,
SNN,SeChain,SeChain,,
BLIZZ,Blizzard Network,Blizzard Network,,
IMS,Independent Money System,Independent Money System,26039706.0,1071650.0
KEMA,Kemacoin,Kemacoin,,
MAR,Mchain,Mchain,28641465.0,1162587.0
GPKR,Gold Poker,Gold Poker,,
HQT,HyperQuant,HyperQuant,,
AREPA,Arepacoin,Arepacoin,,
CLC,CaluraCoin,CaluraCoin,,
SWC,Scanetchain,Scanetchain,,
ZYD,Zayedcoin,Zayedcoin,26039634.0,1071724.0
DALC,Dalecoin,Dalecoin,26039833.0,1071520.0
MXT,MarteXcoin,MarteXcoin,26040805.0,1071257.0
VTX,Vortex Defi,Vortex Defi,,
WOMEN,WomenCoin,WomenCoin,26039789.0,1071564.0
IMPL,Impleum,Impleum,,
SPR,SpreadCoin,SpreadCoin,26040717.0,1071351.0
PXI,Prime-XI,Prime-XI,26039709.0,1071647.0
STS,SBank,SBank,,
CAB,Cabbage,Cabbage,26039522.0,1071771.0
QBC,Quebecoin,Quebecoin,26039407.0,1071893.0
UVU,CCUniverse,CCUniverse,,
GUESS,Peerguess,Peerguess,26672895.0,1077122.0
ECO,EcoCoin,生态币,26039822.0,1071531.0
KLKS,Kalkulus,Kalkulus,,
ACOIN,Acoin,Acoin,26039715.0,1071641.0
HVCO,High Voltage,High Voltage,26039527.0,1071766.0
CCT,Crystal Clear ,Crystal Clear,26039881.0,1071471.0
MERI,Merebel,Merebel,27540141.0,1097882.0
VEC2,VectorAI,VectorAI,26039677.0,1071681.0
PAXEX,PAXEX,PAXEX,,
KTS,Klimatas,Klimatas,,
PLNC,PLNcoin,PLNcoin,26039640.0,1071718.0
SFG,S.Finance,S.Finance,,
STAK,STRAKS,STRAKS,,
NODC,NodeCoin,节点币,26039517.0,1071776.0
VOLT,Bitvolt,Bitvolt,26039521.0,1071772.0
RAGNA,Ragnarok,Ragnarok,,
CBIX-P,Cubiex Power,Cubiex Power,,
SCAP,SafeCapital,SafeCapital,,
HNB,HashNet BitEco,HashNet BitEco,,
XDNA,XDNA,XDNA,,
DASHG,Dash Green,Dash Green,27743213.0,1115828.0
IFX24,IFX24,IFX24,,
GXX,GravityCoin,GravityCoin,,
XAP,Apollon,Apollon,,
IUT,ITO Utility Token,ITO Utility Token,,
CMT,Comet,Comet,26039334.0,1071975.0
GDR,Guider,Guider,,
FNTB,Fintab,Fintab,27044908.0,1079932.0
IBANK,iBank,iBank,26039525.0,1071768.0
SEM,Semux,Semux,,
EUC,Eurocoin,Eurocoin,26039824.0,1071529.0
NUKO,Nekonium,Nekonium,,
DATP,Decentralized Asset Trading Platform,Decentralized Asset Trading Platform,,
LTK,LitecoinToken,LitecoinToken,,
SGT,SharedStake,SharedStake,,
ECU,ECOSC,ECOSC,,
IMGC,ImageCash,ImageCash,,
ICON,Iconic,Iconic,26039787.0,1071566.0
NANOX,Project-X,Project-X,26039545.0,1071748.0
ORE,Galactrum,Galactrum,,
RIGEL,Rigel Finance,Rigel Finance,,
SOCC,SocialCoin,SocialCoin,26039785.0,1071568.0
AAA,Abulaba,Abulaba,,
IRA,Diligence,Diligence,,
CXT,Coinonat,Coinonat,26039795.0,1071558.0
WEB,Webcoin,Webcoin,,
GSR,GeyserCoin,GeyserCoin,26039778.0,1071575.0
WBB,Wild Beast Block,Wild Beast Block,26039536.0,1071757.0
CNNC,Cannation,Cannation,26039733.0,1071623.0
ZPAE,ZelaaPayAE,ZelaaPayAE,,
JOINT,Joint Ventures,Joint Ventures,,
ROCO,ROIyal Coin,ROIyal Coin,,
FNX,FinNexus,FinNexus,,
KZC,KZ Cash,KZ Cash,,
SONO,SONO,AltCommunity Coin,26039872.0,1071480.0
VPRC,VapersCoin,VapersCoin,26039665.0,1071693.0
CYL,Crystal Token,Crystal Token,,
MATE,Mate,Mate,,
SANDG,Save and Gain,Save and Gain,26039520.0,1071773.0
IBS,IBStoken,IBStoken,,
LTCU,LiteCoin Ultra,LiteCoin Ultra,26039800.0,1071553.0
EXO,Exosis,Exosis,,
DIN,Dinero,Dinero,,
XPTX,PlatinumBAR,PlatinumBAR,26039865.0,1071487.0
ETHP,ETHPlus,ETHPlus,,
STR,Staker,Staker,,
XLT,Nexalt,Nexalt,,
ELD,Electrum Dark,Electrum Dark,,
PONZI,PonziCoin,PonziCoin,26039635.0,1071723.0
WDR,Widercoin,Widercoin,,
BUL,Bulleon,Bulleon,28508041.0,1153134.0
BBOO,Panda Yield,Panda Yield,,
AVXT,Avaxtars Token,Avaxtars Token,,
CONX,Concoin,Concoin,26039515.0,1071778.0
HELP,Helpico,Helpico,27539153.0,1097759.0
CVCC,CryptoVerificationCoin,CryptoVerificationCoin,,
ARGUS,Argus,Argus,26039781.0,1071572.0
CHND,CashHand,CashHand,,
TREX,Trexcoin,Trexcoin,,
DOW,DOWCOIN,DOWCOIN,,
NCP,Newton Coin Project,Newton Coin Project,,
HMC,HarmonyCoin,HarmonyCoin,26041093.0,1071577.0
YFFII,YFFII Finance,YFFII Finance,,
NBXC,Nibble,Nibble,,
CPAN,CryptoPlanes,CryptoPlanes,,
MFTU,Mainstream For The Underground,Mainstream For The Underground,,
X,X,X,,
A4,A4 Finance,A4 Finance,,
EQ,Equilibrium Games,Equilibrium Games,,
GM,GM Wagmi,GM Wagmi,,
GN,GN,GN,,
X2,X2,X2,26039365.0,1071936.0
KMT,5KM,5KM,,
AOK,AOK,AOK,,
ASH,ASH,ASH,,
B20,B20,B20,,
BAE,BAE,BAE,,
BEMT,BEM,BEM,,
BITS,Bit,Bit,,
BQTX,BQT,BQT,,
BRZ,Brazilian Digital Token,Brazilian Digital Token,,
CTX,C2X,C2X,,
CAP,Cap,Cap,,
CAT,CAT,CAT,,
CAW,CAW(A Hunters Dream),CAW(A Hunters Dream),,
DDT,DAR,DAR,,
DBX,DBX,DBX,,
DEI,DEI,DEI,,
DMD,DMD,DMD,,
DOG,DOG,DOG,,
DPK TOKE,DPK,DPK,,
EAC,EAC,EAC,,
EOX,EOX,EOX,,
EQO,EQO,EQO,,
ESG,ESG,ESG,,
EXP,Exp,Exp,,
FME,FME,FME,,
GEMS,Gem Pad,Gem Pad,,
GMX,GMX,GMX,,
H2OC,H2OC,H2OC,,
HUH,HUH Token,HUH Token,,
IDK,IDK,IDK,,
IMI,Influencer,Influencer,,
IXO,IXO,IXO,,
JUR,Jur,Jur,,
KEY,KEY,KEY,,
LBK,LBK,LBK,,
LCG,LCG,LCG,,
LEO,Leo,Leo,,
LETSGO,Lets Go Brandon,Lets Go Brandon,,
LIT,LIT,LIT,,
LOL,LOL,LOL,,
MIMATIC,MAI,MAI,,
MDU,MDUKEY,MDUKEY,,
MEX,MEX,MEX,,
SWARM,MIM,MIM,,
MOR,MOR,MOR,,
MP3,MP3,MP3,,
MSD,MSD,MSD,,
NYM,NYM,NYM,,
OKT,OKC Token,OKC Token,,
ORO,ORO,ORO,,
OUD,OUD,OUD,,
OVR,OVR,OVR,,
P2P,P2P,P2P,,
POP!,POP,POP,,
PYE,PYE,PYE,,
RBX,RBX,RBX,,
RET,Renewable Energy,Renewable Energy,,
RXC,RxC,RxC,,
SIF,SIF Token,SIF Token,,
SNT,Supernova Token,Supernova Token,,
STT,Monsta Infinite,Monsta Infinite,,
SUP,SUP,SUP,,
TAI,TAI,TAI,,
TENFI,TEN,TEN,,
TIA,TIA,TIA,,
TOR,TOR,TOR,,
UBU,UBU,UBU,,
UMI,UMI,UMI,,
USN,USN,USN,,
VOW,Vow,Vow,,
WMT,WMT,WMT,,
WSO,Widi Soul,Widi Soul,,
X2,X2,X2,,
XBN,Elastic BNB,Elastic BNB,,
YAS,YAS,YAS,,
YOU,youves,youves,,
ZOO,CryptoZoo  (new),CryptoZoo  (new),,
ZTB,ZTB,ZTB,,
ZYX,ZYX,ZYX,,
1BOX,1BOX,1BOX,,
1SOL,1Sol,1Sol,,
4INT,4INT,4INT,,
ACES,Aces,Aces,26039456.0,1071844.0
ACT,Acet,Acet,,
ADAX,ADAX,ADAX,,
AK12,AK12,AK12,,
XLQ,ALQO,ALQO,26040726.0,1070523.0
ANJI,Anji,Anji,,
ARX,ARCS,ARCS,,
ARIX,Arix,Arix,,
ARTE,ARTE,ARTE,,
ARTL,ARTL,ARTL,,
ARTM,ARTM,ARTM,,
ASIX+,ASIX+,ASIX+,,
ATLO,Atlo,Atlo,,
ATTN,ATTN,ATTN,,
AVME,AVME,AVME,,
AZIT,Azit,Azit,,
BA,BAHA,BAHA,,
BAMI,Bami,Bami,,
BIRB,Birb,Birb,,
BOFB,BofB,BofB,,
BR,BOHR,BOHR,,
BOJI,Boji,Boji,,
BOKU,Boryoku Dragonz,Boryoku Dragonz,,
BONE,Bone,Bone,,
BORK,Bork,Bork,,
BSYS,BSYS,BSYS,,
BUKH,bUKHI,bUKHI,,
BULK,Bulk,Bulk,,
BU,BUMO,BUMO,27538749.0,1176862.0
BURN,Burn,Burn,,
BUSY,Busy DAO,Busy DAO,,
BYTZ,BYTZ,BYTZ,,
C4G3,CAGE,CAGE,,
CAKE,CakeDAO,CakeDAO,,
FIT,FIT Token,FIT Token,,
CAMP,Camp,Camp,,
CARB,Carbon,Carbon,,
CATO,CATO,CATO,,
CNNS,CNNS,CNNS,,
COIL,COIL,COIL,,
COPE,Cope,Cope,,
CORN,CORN,CORN,,
CRYN,CRYN,CRYN,,
CUBO,Cubo,Cubo,,
CVIP,CVIP,CVIP,,
DACC,DACC,DACC,,
DAIN,DAIN,DAIN,,
DALI,Dali,Dali,,
DAO1,DAO1,DAO1,,
D4RK,Dark,Dark,,
DAWG,DAWG,DAWG,,
DEEX,DEEX,DEEX,27746890.0,1116643.0
DEFI,Defi,Defi,,
DEOR,DEOR,DEOR,,
ARC,ARC,ARC,,
DICE,Dice,Dice,,
DMME,DMme,DMme,,
DOEX,DOEX,DOEX,,
DOGZ,Dogz,Dogz,,
DOJO,DOJO,DOJO,,
DOOR,DOOR,DOOR,,
DPWK,DPWK,DPWK,,
DSYS,DSYS,DSYS,,
EBOX,ebox,ebox,,
ECIO,Ecio,Ecio,,
EDAC,EDAC,EDAC,,
EEAT,eEAT,eEAT,,
EFIN,eFIN,eFIN,,
EKTA,Ekta,Ekta,,
XLS,ELIS,ELIS,,
EMBR,Embr,Embr,,
ESK,Eska,Eska,,
ETHK,OEC ETH,OEC ETH,,
EXIP,EXIP,EXIP,,
EXOR,EXOR,EXOR,,
FLEX,FLEX,FLEX,,
FOIN,FOIN,FOIN,27746483.0,1116376.0
FONE,FONE,FONE,,
FREY,Frey,Frey,,
FUFU,FUFU,FUFU,,
G999,G999,G999,,
GAFA,Gafa,Gafa,,
GAMI,Gami Studio,Gami Studio,,
GARI,Gari Network,Gari Network,,
GASP,gAsp,gAsp,,
GBOX,Gbox,Gbox,,
GNFT,GNFT,GNFT,,
GOKU,Goku,Goku,,
GOMA,GOMA Finance,GOMA Finance,,
GOMB,Gomb,Gomb,,
GROK,Grok,Grok,,
